length_of_stay_days,pet_type,pet_age,size,shedding,coat_length,temperament,breed_type,adoption_fee,gender,is_mix,shots_up_to_date,spayed_neutered,hypoallergenic,housebroken,special_need,gets_along_with_cats,gets_along_with_dogs,gets_along_with_kids,courtesy_post,cross_post,litter,parent_of_litter,primary_breed,secondary_breed,third_breed,fourth_breed,bully_breed,popular_breed,bonded_pair,age_total_months,sentiment_score,record_type,subtype,had_medical
7,dog,puppy,small,nan,nan,"sweet, energetic",nan,450,female,no,yes,yes,no,not sure,not sure,yes,yes,yes,no,no,no,no,jack russell terrier,,,,no,no,no,44.0,0.425,,,no
17,dog,puppy,small,nan,nan,nan,nan,765,female,yes,yes,yes,not sure,no,not sure,not sure,not sure,not sure,no,no,no,no,chihuahua,yorkie,,,no,no,no,24.0,0.0,,,no
148,dog,senior,large,not available,nan,nan,nan,530,female,nan,yes,yes,no,yes,not sure,not sure,yes,yes,yes,no,no,no,collie,,,,no,no,yes,102.0,0.0,,,no
23,dog,senior,small,nan,nan,nan,nan,250,female,nan,yes,yes,yes,not sure,no,not sure,yes,not sure,no,no,no,no,yorkshire terrier,,,,no,yes,no,174.0,0.0,,,no
146,dog,puppy,large,sheds a lot,nan,nan,nan,415,female,no,yes,yes,no,not sure,not sure,not sure,yes,not sure,no,no,no,no,german shepherd dog,,,,no,no,no,20.0,0.0,,,no
37,dog,young,small,sheds a little,nan,nan,nan,465,female,yes,yes,yes,no,no,not sure,yes,yes,not sure,no,no,no,no,miniature pinscher,,,,no,no,no,27.0,0.0,,,no
29,dog,adult,small,nan,nan,nan,nan,465,male,yes,yes,yes,not sure,not sure,not sure,yes,yes,yes,no,no,no,no,papillon,,,,no,no,no,67.0,0.0,medications,,yes
28,dog,nan,large,sheds a lot,nan,nan,nan,465,male,yes,yes,yes,no,no,no,not sure,yes,yes,no,no,no,no,shepherds (all types),border collie,,,no,no,no,34.0,0.0,diagnosis,,yes
12,dog,puppy,large,nan,nan,nan,nan,465,male,yes,yes,yes,not sure,not sure,not sure,not sure,not sure,not sure,no,no,no,no,shepherds (all types),,,,no,no,no,30.0,0.0,,,no
53,dog,senior,small,nan,nan,nan,nan,250,male,yes,yes,yes,yes,yes,yes,yes,yes,not sure,no,no,no,no,poodle (miniature),shih tzu,,,no,no,no,232.0,0.0,medications,other,yes
36,dog,adult,large,nan,nan,nan,nan,nan,female,yes,yes,no,not sure,yes,not sure,not sure,yes,not sure,no,no,yes,no,pit bull terrier,,,,no,no,no,65.0,0.0,diagnosis,,yes
25,dog,young,small,sheds a little,nan,nan,nan,465,male,yes,yes,yes,no,not sure,not sure,not sure,not sure,not sure,no,no,no,no,miniature pinscher,,,,no,no,no,33.0,0.0,"diagnosis, diagnosis",,yes
30,dog,puppy,medium,sheds a little,nan,nan,nan,550,male,yes,yes,yes,no,not sure,not sure,yes,yes,yes,no,no,no,no,border collie,airedale terrier,,,no,no,no,,0.0,,,no
179,dog,adult,small,nan,short,nan,mixed,350,female,yes,yes,not sure,yes,no,not sure,not sure,yes,not sure,no,no,no,no,yorkshire terrier,terrier (unknown type,,,no,yes,no,113.0,0.0,,,no
21,dog,young,small,nan,nan,nan,nan,550,male,no,yes,yes,yes,not sure,no,not sure,yes,yes,no,no,no,no,shih tzu,,,,no,no,no,72.0,0.0,medications,vaccines given,yes
31,dog,puppy,small,nan,nan,nan,nan,450,male,no,yes,no,no,not sure,not sure,not sure,yes,not sure,no,no,no,no,chihuahua,,,,no,no,no,82.0,0.0,,,no
698,dog,senior,medium,nan,nan,nan,nan,150,female,yes,yes,yes,no,yes,no,no,no,yes,no,no,no,no,border collie,american staffordshire terrier,,,yes,no,no,171.0,0.0,surgery/procedures,dental prophylaxis,yes
0,dog,young,small,nan,nan,nan,nan,600,female,no,yes,yes,no,not sure,not sure,yes,yes,yes,no,no,no,no,australian shepherd,,,,no,no,no,43.0,0.0,,,no
22,dog,puppy,small,sheds a little,nan,nan,nan,465,female,yes,yes,yes,no,no,no,not sure,yes,not sure,no,no,no,no,chihuahua,,,,no,no,no,18.0,0.0,,,no
16,dog,puppy,small,sheds a little,nan,nan,nan,950,female,nan,yes,yes,no,no,not sure,not sure,yes,yes,no,no,no,no,french bulldog,pug,,,no,yes,yes,14.0,0.0,"surgery/procedures, surgery/procedures","microchip implantation, other",yes
4,dog,puppy,small,nan,nan,nan,nan,500,male,nan,yes,not sure,yes,not sure,not sure,not sure,not sure,not sure,no,no,no,no,goldendoodle,,,,no,no,no,45.0,0.0,,,no
318,dog,adult,x-large,nan,nan,nan,nan,350,male,no,yes,yes,no,not sure,not sure,yes,no,yes,no,no,no,no,st. bernard,,,,no,no,no,101.0,0.0,,,no
82,dog,senior,small,nan,nan,nan,nan,400,male,yes,yes,yes,yes,yes,no,not sure,yes,yes,no,no,no,no,shih tzu,poodle (miniature),,,no,no,yes,182.0,0.0,,,no
24,dog,young,small,no shedding,nan,nan,nan,485,male,nan,yes,yes,no,not sure,not sure,not sure,not sure,not sure,no,no,no,no,yorkshire terrier,,,,no,yes,no,46.0,0.0,surgery/procedures,dental prophylaxis,yes
310,dog,young,large,nan,nan,nan,nan,315,male,yes,yes,yes,not sure,yes,no,yes,yes,yes,no,no,no,no,pit bull terrier,mixed breed,,,no,no,no,36.0,0.0,,,no
42,dog,adult,small,nan,nan,nan,nan,300,female,yes,yes,yes,no,yes,no,yes,yes,yes,no,no,no,no,yorkshire terrier,chihuahua,,,no,yes,no,116.0,0.0,,,no
25,dog,senior,small,nan,nan,nan,nan,250,male,yes,yes,yes,yes,yes,yes,not sure,yes,no,no,no,no,no,poodle (miniature),,,,no,no,no,177.0,0.0,,,no
68,dog,puppy,large,nan,nan,nan,nan,450,female,no,yes,yes,no,not sure,not sure,not sure,yes,not sure,no,no,no,no,german shepherd dog,,,,no,no,no,55.0,0.0,,,no
67,dog,puppy,medium,sheds a little,nan,nan,nan,465,male,yes,no,yes,no,no,not sure,not sure,not sure,not sure,no,no,yes,no,pit bull terrier,labrador retriever,,,no,yes,no,,0.0,,,no
175,dog,puppy,medium,sheds a little,nan,nan,nan,400,male,yes,yes,yes,no,yes,not sure,not sure,yes,yes,no,no,yes,no,pit bull terrier,labrador retriever,,,no,yes,no,,0.0,,,no
170,dog,puppy,medium,sheds a little,nan,nan,nan,400,female,yes,yes,yes,no,yes,not sure,not sure,yes,yes,no,no,yes,no,pit bull terrier,labrador retriever,,,no,yes,no,,0.0,,,no
21,dog,young,large,sheds a little,medium,nan,mixed,400,female,yes,yes,yes,no,yes,not sure,not sure,yes,yes,no,no,no,no,st. bernard,,,,no,no,no,108.0,0.0,,,no
78,dog,senior,small,nan,nan,nan,nan,250,female,no,yes,yes,no,yes,not sure,no,no,not sure,no,no,no,no,chihuahua,,,,no,no,no,,0.0,surgery/procedures,dental prophylaxis,yes
285,dog,adult,medium,nan,nan,nan,nan,350,female,yes,yes,yes,no,yes,not sure,yes,yes,no,no,no,no,no,vizsla,,,,no,no,no,67.0,0.0,,,no
104,dog,young,medium,nan,nan,nan,nan,565,female,yes,yes,yes,not sure,yes,no,yes,not sure,yes,no,no,no,no,catahoula leopard dog,schnauzer (miniature),,blue heeler,no,no,no,32.0,0.0,,,no
75,dog,young,small,sheds a little,nan,nan,nan,550,female,yes,yes,yes,no,yes,no,yes,yes,yes,no,no,no,no,chihuahua,whippet,,,no,no,yes,24.0,0.0,,,no
8,dog,puppy,medium,nan,nan,nan,nan,450,male,yes,yes,no,no,no,not sure,not sure,yes,yes,no,no,yes,no,vizsla,,,,no,no,no,45.0,0.0,,,no
10,dog,puppy,medium,nan,nan,nan,nan,450,male,yes,yes,no,no,no,not sure,not sure,yes,yes,no,no,yes,no,vizsla,,,,no,no,no,45.0,0.0,,,no
11,dog,puppy,medium,nan,nan,nan,nan,450,female,yes,yes,yes,no,no,not sure,not sure,yes,yes,no,no,yes,no,vizsla,,,,no,no,no,45.0,0.0,diagnosis,,yes
44,dog,nan,small,sheds a little,nan,nan,nan,715,female,yes,yes,yes,no,not sure,no,not sure,not sure,not sure,no,no,no,no,chinese crested,shih tzu,,,no,no,no,32.0,0.0,,,no
66,dog,senior,small,no shedding,nan,nan,nan,300,female,yes,yes,yes,yes,yes,no,yes,yes,yes,no,no,no,no,schnauzer (standard),,,,no,no,no,162.0,0.0,surgery/procedures,other,yes
29,dog,young,medium,nan,nan,nan,nan,350,female,yes,not sure,not sure,not sure,not sure,not sure,not sure,not sure,not sure,no,no,no,no,blue heeler,terriers (medium),,,no,no,no,,0.0,,,no
40,dog,puppy,medium,sheds a lot,nan,nan,nan,650,male,yes,yes,no,no,not sure,not sure,yes,yes,yes,no,no,no,no,siberian husky,australian shepherd,,,no,no,no,,0.0,,,no
311,dog,young,medium,nan,nan,nan,nan,215,female,yes,yes,yes,no,yes,not sure,not sure,not sure,no,no,no,no,no,boxer,american staffordshire terrier,,,yes,no,no,57.0,0.0,,,no
65,dog,senior,large,nan,nan,nan,nan,250,female,no,yes,yes,no,yes,yes,not sure,no,not sure,no,no,no,no,german shepherd dog,,,,no,no,no,149.0,0.0,diagnosis,,yes
167,dog,senior,medium,nan,nan,nan,nan,250,male,no,yes,yes,no,yes,no,yes,yes,yes,no,no,no,no,cocker spaniel,,,,no,no,no,203.0,0.0,surgery/procedures,dental prophylaxis,yes
462,dog,young,medium,nan,nan,nan,nan,400,male,yes,yes,yes,no,yes,no,no,yes,not sure,no,no,no,no,shepherds (all types),husky,,,no,no,no,64.0,0.0,,,no
16,dog,adult,small,nan,nan,nan,nan,400,male,yes,yes,yes,yes,yes,no,not sure,yes,not sure,no,no,no,no,shih tzu,,,,no,no,no,105.0,0.0,,,no
187,dog,adult,small,nan,nan,sweet; timid,nan,350,male,yes,yes,yes,no,no,no,not sure,yes,no,no,no,no,no,chihuahua,dachshund,,,no,yes,no,64.0,0.35,,,no
23,dog,senior,small,no shedding,nan,nan,nan,365,male,no,yes,yes,no,not sure,not sure,not sure,yes,not sure,no,no,no,no,maltese,,,,no,no,no,100.0,0.0,,,no
33,dog,young,medium,nan,nan,nan,nan,365,female,yes,yes,yes,not sure,yes,not sure,yes,yes,yes,yes,no,no,no,blue heeler,hound (unknown type),,,no,no,no,34.0,0.0,,,no
24,dog,puppy,large,nan,nan,nan,nan,450,male,no,yes,yes,no,not sure,not sure,not sure,not sure,not sure,no,no,no,no,german shepherd dog,,,,no,no,no,56.0,0.0,,,no
24,dog,puppy,small,nan,nan,nan,nan,765,female,yes,yes,yes,not sure,not sure,not sure,not sure,not sure,not sure,no,no,no,no,chihuahua,yorkie,,,no,no,no,24.0,0.0,,,no
127,dog,senior,small,not available,nan,nan,nan,265,female,nan,yes,yes,no,no,yes,yes,yes,yes,no,no,no,no,yorkshire terrier,,,,no,yes,no,157.0,0.0,"medications, surgery/procedures",other,yes
104,dog,puppy,medium,sheds a little,nan,nan,nan,415,female,yes,yes,yes,no,yes,no,not sure,yes,yes,no,no,no,no,catahoula leopard dog,,,,no,no,no,17.0,0.0,medications,,yes
70,dog,puppy,medium,nan,nan,nan,nan,365,female,yes,yes,yes,no,yes,not sure,not sure,yes,yes,no,no,no,no,vizsla,,,,no,no,no,45.0,0.0,"diagnosis, medications",,yes
36,dog,adult,small,nan,nan,nan,nan,400,male,no,yes,yes,yes,no,not sure,not sure,not sure,not sure,no,no,no,no,poodles (all types),,,,no,no,no,108.0,0.0,,,no
44,dog,puppy,large,sheds a lot,nan,nan,nan,465,female,yes,yes,yes,no,not sure,no,not sure,yes,not sure,no,no,no,no,german shepherd dog,,,,no,no,no,28.0,0.0,,,no
36,dog,adult,small,sheds a little,short,nan,mixed,350,male,yes,yes,yes,no,not sure,not sure,not sure,yes,yes,no,no,no,no,dachshund,,,,no,yes,no,123.0,0.0,surgery/procedures,dental prophylaxis,yes
22,dog,senior,small,nan,nan,nan,nan,200,male,no,yes,yes,no,yes,not sure,no,yes,yes,no,no,no,no,yorkshire terrier,,,,no,yes,no,,0.0,surgery/procedures,dental prophylaxis,yes
17,dog,puppy,large,nan,nan,nan,nan,465,male,yes,yes,yes,not sure,yes,not sure,not sure,yes,yes,no,no,no,no,shepherds (all types),,,,no,no,no,22.0,0.0,,,no
42,dog,puppy,medium,nan,nan,nan,nan,350,female,yes,yes,yes,no,no,not sure,not sure,yes,not sure,no,no,no,no,american bulldog,pit bull terrier,,,yes,no,no,82.0,0.0,,,no
15,dog,puppy,large,nan,nan,nan,nan,465,male,yes,yes,yes,not sure,not sure,not sure,not sure,not sure,not sure,no,no,yes,no,belgian malinois,husky,,,no,no,no,18.0,0.0,,,no
18,dog,puppy,large,nan,nan,nan,nan,465,male,yes,yes,yes,not sure,not sure,not sure,not sure,not sure,not sure,no,no,yes,no,belgian malinois,husky,,,no,no,no,18.0,0.0,,,no
83,dog,puppy,large,nan,nan,nan,nan,465,male,yes,yes,yes,not sure,not sure,not sure,not sure,not sure,not sure,no,no,yes,no,belgian malinois,husky,,,no,no,no,18.0,0.0,,,no
12,dog,puppy,large,nan,nan,nan,nan,465,female,yes,yes,yes,not sure,not sure,not sure,not sure,not sure,not sure,no,no,yes,no,belgian malinois,husky,,,no,no,no,18.0,0.0,,,no
114,dog,puppy,large,nan,nan,nan,nan,465,male,yes,yes,yes,not sure,not sure,not sure,not sure,not sure,not sure,no,no,yes,no,belgian malinois,husky,,,no,no,no,18.0,0.0,,,no
18,dog,puppy,large,nan,nan,nan,nan,465,male,yes,yes,yes,not sure,not sure,not sure,not sure,not sure,not sure,no,no,yes,no,belgian malinois,husky,,,no,no,no,18.0,0.0,,,no
25,dog,puppy,large,nan,nan,nan,nan,465,male,yes,yes,yes,not sure,not sure,not sure,not sure,not sure,not sure,no,no,yes,no,belgian malinois,husky,,,no,no,no,18.0,0.0,"medications, surgery/procedures, surgery/procedures, medications","other, other",yes
8,dog,adult,small,nan,nan,nan,nan,400,female,no,yes,yes,no,no,not sure,not sure,yes,yes,no,no,no,no,pomeranian,,,,no,no,no,104.0,0.0,,,no
66,dog,young,medium,nan,nan,nan,nan,600,nan,no,yes,yes,no,yes,yes,yes,no,yes,no,no,no,no,english bulldog,,,,no,no,no,47.0,0.0,,,no
0,dog,senior,small,sheds a little,medium,nan,purebreed,450,male,no,yes,yes,no,yes,not sure,yes,yes,yes,no,no,no,no,cocker spaniel,,,,no,no,yes,196.0,0.0,medications,office visit,yes
169,dog,senior,small,nan,nan,nan,nan,350,male,nan,yes,yes,yes,yes,not sure,yes,yes,yes,no,no,no,no,silky terrier,,,,no,no,no,194.0,0.0,"surgery/procedures, medications","dental prophylaxis, prednisone",yes
30,dog,puppy,small,nan,nan,nan,nan,450,male,nan,yes,no,no,not sure,no,yes,yes,not sure,no,no,no,no,chihuahua,,,,no,no,no,70.0,0.0,,,no
16,dog,senior,small,nan,nan,nan,nan,350,male,no,yes,yes,yes,yes,no,not sure,yes,no,no,no,no,no,maltese,,,,no,no,no,126.0,0.0,,,no
43,dog,young,medium,nan,nan,nan,nan,450,male,nan,yes,yes,yes,yes,not sure,not sure,yes,no,no,no,no,no,goldendoodle,,,,no,no,no,57.0,0.0,,,no
35,dog,adult,medium,nan,nan,sweet,nan,400,female,yes,yes,yes,no,no,yes,yes,yes,yes,no,no,no,no,border collie,labrador retriever,,,no,yes,no,53.0,0.35,,,no
21,dog,puppy,medium,nan,nan,nan,nan,425,male,no,yes,yes,no,no,not sure,not sure,yes,yes,no,no,no,no,australian shepherd,,,,no,no,no,77.0,0.0,,,no
0,dog,adult,small,sheds a little,medium,nan,mixed,350,male,yes,yes,yes,not sure,yes,no,no,no,yes,no,no,no,no,papillon,japanese chin,,,no,no,no,145.0,0.0,"surgery/procedures, medications, diagnosis, medications","medications, other, biopsy reports, other",yes
21,dog,young,medium,nan,nan,nan,nan,400,male,yes,yes,yes,no,yes,no,no,yes,not sure,no,no,no,no,border collie,australian shepherd,,,no,no,no,41.0,0.0,,,no
24,dog,young,small,sheds a little,nan,nan,nan,730,male,yes,yes,yes,no,yes,no,yes,yes,not sure,yes,no,no,no,chihuahua,,,,no,no,yes,30.0,0.0,,,no
49,dog,adult,medium,sheds a little,nan,nan,nan,350,female,yes,yes,no,no,yes,no,not sure,yes,yes,no,no,no,no,pit bull terrier,,,,no,no,no,64.0,0.0,,,no
56,dog,puppy,medium,nan,nan,nan,nan,450,female,yes,yes,yes,no,no,not sure,not sure,yes,yes,no,no,yes,no,pit bull terrier,,,,no,no,no,40.0,0.0,,,no
72,dog,puppy,medium,nan,nan,nan,nan,450,male,yes,yes,no,no,no,not sure,not sure,yes,yes,no,no,yes,no,pit bull terrier,,,,no,no,no,40.0,0.0,,,no
56,dog,puppy,medium,nan,nan,nan,nan,450,male,yes,yes,yes,no,no,not sure,not sure,yes,yes,no,no,yes,no,pit bull terrier,,,,no,no,no,40.0,0.0,,,no
56,dog,puppy,medium,nan,nan,nan,nan,450,female,yes,yes,yes,no,no,not sure,not sure,yes,yes,no,no,yes,no,pit bull terrier,,,,no,no,no,40.0,0.0,,,no
57,dog,puppy,medium,nan,nan,nan,nan,450,female,yes,yes,no,no,no,not sure,not sure,yes,yes,no,no,yes,no,pit bull terrier,,,,no,no,no,40.0,0.0,,,no
56,dog,puppy,medium,nan,nan,nan,nan,450,male,yes,yes,yes,no,no,not sure,not sure,yes,yes,no,no,yes,no,pit bull terrier,,,,no,no,no,40.0,0.0,,,no
56,dog,puppy,medium,nan,nan,nan,nan,450,male,yes,yes,no,no,no,not sure,not sure,yes,yes,no,no,yes,no,pit bull terrier,,,,no,no,no,40.0,0.0,,,no
56,dog,puppy,medium,nan,nan,nan,nan,450,male,yes,yes,no,no,no,not sure,not sure,yes,yes,no,no,yes,no,pit bull terrier,,,,no,no,no,40.0,0.0,,,no
56,dog,puppy,medium,nan,nan,nan,nan,450,female,yes,yes,no,no,no,not sure,not sure,yes,yes,no,no,yes,no,pit bull terrier,,,,no,no,no,40.0,0.0,,,no
56,dog,puppy,medium,nan,nan,nan,nan,450,female,yes,yes,no,no,no,not sure,not sure,yes,yes,no,no,yes,no,pit bull terrier,,,,no,no,no,40.0,0.0,,,no
0,dog,puppy,small,nan,nan,nan,nan,425,male,yes,yes,no,no,no,not sure,not sure,yes,yes,no,no,no,no,chihuahua,dachshund,,,no,yes,no,87.0,0.0,,,no
178,dog,adult,medium,nan,nan,nan,nan,315,male,no,yes,yes,not sure,yes,not sure,no,yes,yes,yes,no,no,no,border collie,,,,no,no,no,57.0,0.0,,,no
310,dog,young,medium,sheds a little,nan,nan,nan,400,male,no,yes,yes,no,yes,yes,yes,yes,no,no,no,no,no,australian cattle dog,,,,no,no,no,33.0,0.0,,,no
26,dog,puppy,large,sheds a little,nan,nan,nan,375,male,yes,yes,yes,no,yes,not sure,yes,no,yes,no,no,no,no,blue heeler,australian shepherd,,,no,no,no,79.0,0.0,,,no
121,dog,puppy,medium,sheds a little,nan,nan,nan,465,male,yes,yes,yes,no,not sure,not sure,not sure,not sure,not sure,no,no,no,no,german shepherd dog,cane corso,,,yes,no,no,19.0,0.0,,,no
31,dog,young,small,nan,nan,nan,nan,350,female,yes,yes,yes,yes,yes,no,yes,yes,yes,no,no,no,no,shih tzu,,,,no,no,no,95.0,0.0,,,no
78,dog,young,large,nan,nan,nan,nan,400,female,yes,yes,yes,no,yes,no,not sure,yes,yes,no,no,no,no,pit bull terrier,,,,no,no,no,64.0,0.0,surgery/procedures,other,yes
70,dog,puppy,medium,nan,nan,nan,nan,565,male,yes,yes,yes,not sure,not sure,not sure,yes,yes,yes,no,no,no,no,corgi,chihuahua,,,no,no,no,31.0,0.0,,,no
6,dog,adult,small,nan,nan,nan,nan,565,male,no,yes,yes,not sure,no,not sure,not sure,yes,yes,no,no,no,no,boston terrier,,,,yes,no,no,58.0,0.0,,,no
19,dog,senior,small,nan,nan,nan,nan,265,male,no,not sure,not sure,not sure,not sure,not sure,not sure,not sure,not sure,yes,no,no,no,jack russell terrier,,,,no,no,no,174.0,0.0,,,no
31,dog,puppy,small,nan,nan,nan,nan,400,male,yes,yes,not sure,no,no,not sure,yes,yes,yes,yes,no,no,no,chihuahua,terrier (unknown type,,,no,no,no,55.0,0.0,,,no
34,dog,adult,medium,sheds a little,nan,nan,nan,365,male,yes,yes,yes,yes,not sure,not sure,not sure,not sure,not sure,no,no,no,no,schnauzer (miniature),poodles (all types),,,no,no,no,78.0,0.0,,,no
486,dog,young,large,sheds a little,nan,affectionate but attacted smaller dog in the home so should not be with other dogs.,nan,215,male,yes,yes,yes,no,yes,no,no,no,yes,no,no,no,no,boxer,american staffordshire terrier,,,yes,no,no,50.0,-0.0625,medications,,yes
56,dog,puppy,medium,nan,nan,nan,nan,500,female,yes,yes,yes,no,no,not sure,not sure,not sure,not sure,no,no,yes,no,black mouth cur,australian shepherd,,,no,no,no,35.0,0.0,,,no
56,dog,nan,medium,nan,nan,nan,nan,500,male,yes,yes,yes,no,no,not sure,not sure,not sure,not sure,no,no,yes,no,black mouth cur,australian shepherd,,,no,no,no,35.0,0.0,,,no
56,dog,puppy,medium,nan,nan,nan,nan,500,male,yes,yes,yes,no,no,not sure,not sure,not sure,not sure,no,no,yes,no,black mouth cur,australian shepherd,,,no,no,no,35.0,0.0,,,no
56,dog,nan,medium,nan,nan,nan,nan,500,male,yes,yes,yes,no,no,not sure,not sure,not sure,not sure,no,no,yes,no,black mouth cur,australian shepherd,,,no,no,no,35.0,0.0,,,no
59,dog,puppy,medium,nan,nan,nan,nan,500,male,yes,yes,yes,no,no,not sure,not sure,not sure,not sure,no,no,yes,no,black mouth cur,australian shepherd,,,no,no,no,35.0,0.0,,,no
56,dog,puppy,medium,nan,nan,nan,nan,500,female,yes,yes,yes,no,no,not sure,not sure,not sure,not sure,no,no,yes,no,black mouth cur,australian shepherd,,,no,no,no,35.0,0.0,,,no
56,dog,puppy,medium,nan,nan,nan,nan,500,male,yes,yes,yes,no,no,not sure,not sure,not sure,not sure,no,no,yes,no,black mouth cur,australian shepherd,,,no,no,no,35.0,0.0,,,no
76,dog,puppy,medium,nan,nan,nan,nan,500,female,yes,yes,yes,no,no,not sure,not sure,not sure,not sure,no,no,yes,no,black mouth cur,australian shepherd,,,no,no,no,35.0,0.0,medications,,yes
56,dog,puppy,medium,nan,nan,nan,nan,500,female,yes,yes,yes,no,no,not sure,not sure,not sure,not sure,no,no,yes,no,black mouth cur,australian shepherd,,,no,no,no,35.0,0.0,,,no
56,dog,puppy,medium,nan,nan,nan,nan,465,male,yes,yes,yes,no,no,not sure,not sure,not sure,not sure,no,no,yes,no,pit bull terrier,labrador retriever,,,no,yes,no,14.0,0.0,,,no
56,dog,puppy,medium,sheds a little,nan,nan,nan,465,male,yes,yes,yes,no,no,not sure,not sure,not sure,not sure,no,no,yes,no,pit bull terrier,labrador retriever,,,no,yes,no,14.0,0.0,,,no
102,dog,puppy,medium,sheds a little,nan,nan,nan,465,female,yes,yes,yes,no,no,not sure,not sure,not sure,not sure,no,no,yes,no,pit bull terrier,labrador retriever,,,no,yes,no,14.0,0.0,,,no
56,dog,puppy,medium,sheds a little,nan,nan,nan,465,female,yes,yes,yes,no,no,not sure,not sure,not sure,not sure,no,no,yes,no,pit bull terrier,labrador retriever,,,no,yes,no,14.0,0.0,,,no
142,dog,puppy,medium,sheds a little,nan,nan,nan,415,female,yes,yes,yes,no,no,not sure,not sure,not sure,not sure,no,no,yes,no,pit bull terrier,labrador retriever,,,no,yes,no,14.0,0.0,,,no
81,dog,puppy,medium,sheds a little,nan,nan,nan,465,female,yes,yes,yes,no,no,no,not sure,not sure,not sure,no,no,yes,no,pit bull terrier,labrador retriever,,,no,yes,no,14.0,0.0,,,no
59,dog,puppy,medium,sheds a little,nan,nan,nan,465,male,yes,yes,yes,no,no,not sure,not sure,not sure,not sure,no,no,yes,no,pit bull terrier,labrador retriever,,,no,yes,no,14.0,0.0,,,no
162,dog,puppy,medium,sheds a little,nan,nan,nan,415,female,yes,yes,yes,no,no,not sure,not sure,not sure,not sure,no,no,yes,no,pit bull terrier,labrador retriever,,,no,yes,no,14.0,0.0,,,no
92,dog,puppy,medium,sheds a little,nan,nan,nan,465,male,yes,yes,no,no,no,not sure,not sure,not sure,not sure,no,no,yes,no,pit bull terrier,labrador retriever,,,no,yes,no,14.0,0.0,,,no
56,dog,puppy,medium,sheds a little,nan,nan,nan,465,female,yes,yes,yes,no,no,not sure,not sure,not sure,not sure,no,no,yes,no,pit bull terrier,labrador retriever,,,no,yes,no,14.0,0.0,,,no
14,dog,senior,small,nan,nan,nan,nan,250,male,no,yes,yes,not sure,yes,no,not sure,not sure,not sure,no,no,no,no,chihuahua,,,,no,no,no,153.0,0.0,surgery/procedures,dental prophylaxis,yes
57,dog,puppy,medium,nan,nan,nan,nan,450,female,yes,yes,yes,no,no,not sure,not sure,yes,not sure,no,no,yes,no,pit bull terrier,,,,no,no,no,39.0,0.0,,,no
72,dog,puppy,medium,nan,nan,nan,nan,450,female,yes,yes,no,no,no,not sure,yes,yes,yes,no,no,yes,no,pit bull terrier,,,,no,no,no,39.0,0.0,,,no
87,dog,puppy,medium,nan,nan,nan,nan,450,female,yes,yes,yes,no,no,not sure,not sure,yes,not sure,no,no,yes,no,pit bull terrier,,,,no,no,no,39.0,0.0,,,no
61,dog,puppy,medium,nan,nan,nan,nan,450,female,yes,yes,yes,no,no,not sure,not sure,yes,not sure,no,no,yes,no,pit bull terrier,,,,no,no,no,39.0,0.0,,,no
58,dog,puppy,medium,nan,nan,nan,nan,450,female,yes,yes,yes,no,no,not sure,not sure,yes,not sure,no,no,yes,no,pit bull terrier,,,,no,no,no,39.0,0.0,,,no
60,dog,young,small,nan,nan,nan,nan,450,male,no,yes,yes,yes,not sure,yes,not sure,not sure,not sure,no,no,no,no,maltese,,,,no,no,no,45.0,0.0,,,no
124,dog,senior,small,sheds a little,nan,nan,nan,265,male,yes,yes,yes,not sure,yes,not sure,no,no,yes,no,no,no,no,bichon frise,shih tzu,,,no,no,no,103.0,0.0,medications,,yes
